a,b,dist,dist_nl,sim_nl
CCL3,CCL3,0,0,1
CCL3,CCL4,0,0,1
CCL3,CCL5,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL3,CCL7,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL3,CCL8,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL3,CCL14,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL3,CCL15,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL3,CCL16,2,0.6666666666666666,0.33333333333333337
CCL3,CCL23,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL3,CCL26,2,0.6666666666666666,0.33333333333333337
CCL3,CXCL4,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL3,CCL3L1,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL3,CCL2,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL3,CCL13,2,0.6666666666666666,0.33333333333333337
CCL3,CCL11,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL3,CCL18,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL3,CCL24,2,0.6666666666666666,0.33333333333333337
CCL3,CCL28,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL3,CXCL9,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL3,CXCL10,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL3,CXCL11,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL3,CCL17,2,0.6666666666666666,0.33333333333333337
CCL3,CCL22,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL3,CCL20,2,0.6666666666666666,0.33333333333333337
CCL3,CCL19,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL3,CCL21,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL3,CCL1,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL3,CCL25,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL3,CCL27,2,0.6666666666666666,0.33333333333333337
CCL3,CXCL1,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL3,CXCL3,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL3,CXCL6,2,0.6666666666666666,0.33333333333333337
CCL3,CXCL8,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL3,CXCL2,2,0.6666666666666666,0.33333333333333337
CCL3,CXCL5,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL3,CXCL7,2,0.6666666666666666,0.33333333333333337
CCL3,CXCL13,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL3,CXCL12,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL3,CXCL16,2,0.6666666666666666,0.33333333333333337
CCL3,CX3CL1,2,0.6666666666666666,0.33333333333333337
CCL3,XCL1,2,0.6666666666666666,0.33333333333333337
CCL3,XCL2,2,0.6666666666666666,0.33333333333333337
CCL4,CCL3,0,0,1
CCL4,CCL4,0,0,1
CCL4,CCL5,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL4,CCL7,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL4,CCL8,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL4,CCL14,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL4,CCL15,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL4,CCL16,2,0.6666666666666666,0.33333333333333337
CCL4,CCL23,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL4,CCL26,2,0.6666666666666666,0.33333333333333337
CCL4,CXCL4,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL4,CCL3L1,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL4,CCL2,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL4,CCL13,2,0.6666666666666666,0.33333333333333337
CCL4,CCL11,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL4,CCL18,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL4,CCL24,2,0.6666666666666666,0.33333333333333337
CCL4,CCL28,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL4,CXCL9,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL4,CXCL10,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL4,CXCL11,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL4,CCL17,2,0.6666666666666666,0.33333333333333337
CCL4,CCL22,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL4,CCL20,2,0.6666666666666666,0.33333333333333337
CCL4,CCL19,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL4,CCL21,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL4,CCL1,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL4,CCL25,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL4,CCL27,2,0.6666666666666666,0.33333333333333337
CCL4,CXCL1,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL4,CXCL3,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL4,CXCL6,2,0.6666666666666666,0.33333333333333337
CCL4,CXCL8,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL4,CXCL2,2,0.6666666666666666,0.33333333333333337
CCL4,CXCL5,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL4,CXCL7,2,0.6666666666666666,0.33333333333333337
CCL4,CXCL13,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL4,CXCL12,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL4,CXCL16,2,0.6666666666666666,0.33333333333333337
CCL4,CX3CL1,2,0.6666666666666666,0.33333333333333337
CCL4,XCL1,2,0.6666666666666666,0.33333333333333337
CCL4,XCL2,2,0.6666666666666666,0.33333333333333337
CCL5,CCL3,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL5,CCL4,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL5,CCL5,0,0,1
CCL5,CCL7,1,0.3333333333333333,0.6666666666666667
CCL5,CCL8,1,0.3333333333333333,0.6666666666666667
CCL5,CCL14,0,0,1
CCL5,CCL15,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL5,CCL16,2,0.6666666666666666,0.33333333333333337
CCL5,CCL23,2,0.6666666666666666,0.33333333333333337
CCL5,CCL26,2,0.6666666666666666,0.33333333333333337
CCL5,CXCL4,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL5,CCL3L1,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL5,CCL2,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL5,CCL13,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL5,CCL11,1,0.3333333333333333,0.6666666666666667
CCL5,CCL18,2,0.6666666666666666,0.33333333333333337
CCL5,CCL24,2,0.6666666666666666,0.33333333333333337
CCL5,CCL28,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL5,CXCL9,2,0.6666666666666666,0.33333333333333337
CCL5,CXCL10,2,0.6666666666666666,0.33333333333333337
CCL5,CXCL11,2,0.6666666666666666,0.33333333333333337
CCL5,CCL17,2,0.6666666666666666,0.33333333333333337
CCL5,CCL22,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL5,CCL20,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,CCL19,2.8284271247461903,0.9428090415820635,0.05719095841793653
CCL5,CCL21,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL5,CCL1,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL5,CCL25,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL5,CCL27,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,CXCL1,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,CXCL3,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL5,CXCL6,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,CXCL8,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,CXCL2,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,CXCL5,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL5,CXCL7,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,CXCL13,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,CXCL12,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL5,CXCL16,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,CX3CL1,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,XCL1,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL5,XCL2,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL7,CCL3,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL7,CCL4,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL7,CCL5,1,0.3333333333333333,0.6666666666666667
CCL7,CCL7,0,0,1
CCL7,CCL8,0,0,1
CCL7,CCL14,1,0.3333333333333333,0.6666666666666667
CCL7,CCL15,2,0.6666666666666666,0.33333333333333337
CCL7,CCL16,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL7,CCL23,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL7,CCL26,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL7,CXCL4,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL7,CCL3L1,1.7320508075688772,0.5773502691896257,0.42264973081037427
CCL7,CCL2,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL7,CCL13,1,0.3333333333333333,0.6666666666666667
CCL7,CCL11,1.4142135623730951,0.47140452079103173,0.5285954792089682
CCL7,CCL18,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL7,CCL24,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL7,CCL28,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL7,CXCL9,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL7,CXCL10,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL7,CXCL11,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL7,CCL17,2.23606797749979,0.7453559924999299,0.2546440075000701
CCL7,CCL22,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL7,CCL20,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL7,CCL19,3,1,0
CCL7,CCL21,2.8284271247461903,0.9428090415820635,0.05719095841793653
CCL7,CCL1,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL7,CCL25,2.8284271247461903,0.9428090415820635,0.05719095841793653
CCL7,CCL27,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL7,CXCL1,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL7,CXCL3,2.8284271247461903,0.9428090415820635,0.05719095841793653
CCL7,CXCL6,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL7,CXCL8,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL7,CXCL2,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL7,CXCL5,2.449489742783178,0.8164965809277259,0.18350341907227408
CCL7,CXCL7,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL7,CXCL13,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL7,CXCL12,2.8284271247461903,0.9428090415820635,0.05719095841793653
CCL7,CXCL16,2.6457513110645907,0.8819171036881969,0.11808289631180313
CCL7,CX3CL1,2.6457513110645907,0.8819171036881969,0.11808289631180313
