a,b,dist,dist_nl,sim_nl
CCR1,CCR1,0,0,1
CCR1,CCR2,3.1622776601683795,0.67419986246324215,0.32580013753675785
CCR1,CCR3,3.7416573867739413,0.7977240352174656,0.2022759647825344
CCR1,CCR4,3.7416573867739413,0.7977240352174656,0.2022759647825344
CCR1,CCR5,2.6457513110645907,0.5640760748177662,0.4359239251822338
CCR1,CCR6,3.605551275463989,0.7687061147858073,0.2312938852141927
CCR1,CCR7,3.7416573867739413,0.7977240352174656,0.2022759647825344
CCR1,CCR8,3.7416573867739413,0.7977240352174656,0.2022759647825344
CCR1,CCR9,3.605551275463989,0.7687061147858073,0.2312938852141927
CCR1,CCR10,3.7416573867739413,0.7977240352174656,0.2022759647825344
CCR1,CXCR1,4,0.8528028654224417,0.14719713457755834
CCR1,CXCR2,4.242640687119285,0.9045340337332908,0.09546596626670922
CCR1,CXCR3,3.872983346207417,0.8257228238447705,0.17427717615522953
CCR1,CXCR4,3.605551275463989,0.7687061147858073,0.2312938852141927
CCR1,CXCR5,3.605551275463989,0.7687061147858073,0.2312938852141927
CCR1,CXCR6,3.605551275463989,0.7687061147858073,0.2312938852141927
CCR1,CX3CR1,3.4641016151377544,0.7385489458759963,0.2614510541240037
CCR1,XCR1,3.7416573867739413,0.7977240352174656,0.2022759647825344
CCR1,ACKR1,4.47213595499958,0.9534625892455924,0.04653741075440765
CCR1,ACKR2,3.3166247903554,0.7071067811865475,0.29289321881345254
CCR1,ACKR3,3.7416573867739413,0.7977240352174656,0.2022759647825344
CCR1,ACKR4,3.872983346207417,0.8257228238447705,0.17427717615522953
CCR1,CCRL2,3.605551275463989,0.7687061147858073,0.2312938852141927
CCR2,CCR1,3.1622776601683795,0.67419986246324215,0.32580013753675785
CCR2,CCR2,0,0,1
CCR2,CCR3,3.4641016151377544,0.7385489458759963,0.2614510541240037
CCR2,CCR4,2.8284271247461903,0.6030226891555273,0.39697731084447274
CCR2,CCR5,3,0.6396021490668313,0.3603978509331687
CCR2,CCR6,2.6457513110645907,0.5640760748177662,0.4359239251822338
CCR2,CCR7,2.8284271247461903,0.6030226891555273,0.39697731084447274
CCR2,CCR8,2.8284271247461903,0.6030226891555273,0.39697731084447274
CCR2,CCR9,2.6457513110645907,0.5640760748177662,0.4359239251822338
CCR2,CCR10,2.8284271247461903,0.6030226891555273,0.39697731084447274
CCR2,CXCR1,3.1622776601683795,0.67419986246324215,0.32580013753675785
CCR2,CXCR2,3.4641016151377544,0.7385489458759963,0.2614510541240037
CCR2,CXCR3,3.3166247903554,0.7071067811865475,0.29289321881345254
CCR2,CXCR4,2.6457513110645907,0.5640760748177662,0.4359239251822338
CCR2,CXCR5,2.6457513110645907,0.5640760748177662,0.4359239251822338
CCR2,CXCR6,2.6457513110645907,0.5640760748177662,0.4359239251822338
CCR2,CX3CR1,2.449489742783178,0.5222329678670935,0.4777670321329065
CCR2,XCR1,2.8284271247461903,0.6030226891555273,0.39697731084447274
CCR2,ACKR1,3.7416573867739413,0.7977240352174656,0.2022759647825344
CCR2,ACKR2,3,0.6396021490668313,0.3603978509331687
CCR2,ACKR3,2.8284271247461903,0.6030226891555273,0.39697731084447274
CCR2,ACKR4,3,0.6396021490668313,0.3603978509331687
CCR2,CCRL2,2.6457513110645907,0.5640760748177662,0.4359239251822338
CCR3,CCR1,3.7416573867739413,0.7977240352174656,0.2022759647825344
CCR3,CCR2,3.4641016151377544,0.7385489458759963,0.2614510541240037
CCR3,CCR3,0,0,1
CCR3,CCR4,4.242640687119285,0.9045340337332908,0.09546596626670922
